category,status,goal,funded percentage,duration
Music,successful,4400,1.162786364,30
Theater,successful,2950,1.044067797,30
Film &amp; Video,successful,1500,1.11,30
Film &amp; Video,failed,2500,0.104,60
Art,failed,500,0.29,40.83
Design,failed,40000,0.0023,36
Food,successful,12000,1.076666667,30
Film &amp; Video,failed,10000,0.05,45
Music,successful,1800,1.021111111,31.93
Film &amp; Video,successful,20000,1.5626385,30
Film &amp; Video,successful,1000,1.443,60.71
Music,successful,2500,1.1144,30
Theater,successful,4500,1.171135556,36.45
Music,failed,5000,0.823,91
Film &amp; Video,failed,5000,0,60
Theater,successful,2400,1.24375,29.9
Art,successful,2000,2.085,45
Music,failed,2500,0.3172,10.29
Music,failed,6500,0.067846154,30.13
Film &amp; Video,successful,999,1.16016016,30
Film &amp; Video,successful,3000,1.060333333,30.55
Theater,successful,4250,1.074437647,45.99
Music,successful,5000,1.0494,40
Music,successful,1500,1.15,60
Film &amp; Video,failed,700,0.004285714,30
Film &amp; Video,failed,2000,0,89.79
Publishing,successful,2500,1.0304,30
Theater,successful,500,2,22
Film &amp; Video,failed,12000,0.285083333,30
Film &amp; Video,failed,5000,0.078,30
Games,successful,3000,2.445056667,30
Publishing,failed,3000,0.006666667,29.96
Games,failed,35000,0.046657143,30
Film &amp; Video,successful,10000,1.152866,28.64
Film &amp; Video,successful,1000,1,90
Film &amp; Video,successful,10000,1.20668,40.04
Music,failed,2500,0.34,45
Film &amp; Video,successful,3500,1.013745714,40
Food,successful,1500,1.1,20.98
Games,failed,7600,0.010526316,26.76
Publishing,failed,3000,0,31.88
Theater,failed,5000,0,60
Film &amp; Video,successful,8500,1.278,44.37
Photography,failed,3200,0.125,54
Film &amp; Video,successful,4300,1.162790698,32
Film &amp; Video,successful,2700,1.033333333,28.26
Publishing,failed,1000,0.04,30
Film &amp; Video,failed,21863,0.014179207,39.22
Music,successful,2500,1.0612,45.04
Publishing,failed,850,0.317647059,29.96
Photography,successful,2500,1.1104,60
Food,failed,20000,0.07735,90.96
Fashion,failed,3335.3,0.035975774,11.76
Publishing,successful,8000,1.15751375,31.61
Music,failed,1000,0.01,30
Film &amp; Video,successful,10000,1.208,21.39
Film &amp; Video,successful,1000,1.31,90
Music,failed,5000,0,41.2
Film &amp; Video,successful,4000,1.03475,30.92
Art,successful,1000,1.04,60.04
Music,failed,2500,0.104,85.88
Music,successful,2500,1.1408,40
Art,failed,2500,0,36.37
Music,successful,4000,1.275,45
Music,failed,500,0.032,17.96
Art,failed,5000,0,30
Music,successful,5000,1.0216,30
Art,successful,3900,1.160512821,30
Art,successful,5000,1.1626,30
Film &amp; Video,failed,5000,0.459,44.85
Design,successful,500,1.434,20.96
Music,successful,3434.34,1.058136352,26.31
Film &amp; Video,successful,3000,1.015666667,30
Film &amp; Video,successful,1300,1.073076923,32.15
Film &amp; Video,successful,2500,1.02,61
Publishing,failed,3500,0.072857143,6.83
Music,failed,650,0.015384615,60.04
Film &amp; Video,failed,50000,0.0125,49.3
Art,failed,3200,0.0075,29.96
Film &amp; Video,successful,10000,1.0021,40
Technology,failed,20000,0,30
Publishing,successful,8000,1.04064125,30
Music,successful,3000,1.26144,57.68
Music,successful,2500,1.04,30
Publishing,failed,1300,0.061538462,90.96
Film &amp; Video,failed,50000,0,30
Games,failed,16000,0.099743125,28.58
Music,successful,7500,1.003450667,37.56
Film &amp; Video,successful,3000,1.069666667,31
Art,failed,2000,0.023,30
Film &amp; Video,failed,12000,0.0125,30
Film &amp; Video,successful,1500,1.003333333,50.08
Film &amp; Video,successful,500,1.004,30
Design,failed,800,0.02,20
Film &amp; Video,failed,20000,0.00125,45.48
Film &amp; Video,successful,20000,1.014593,30
Film &amp; Video,failed,5700,0.074561404,59.72
Music,failed,2600,0,16.01
Film &amp; Video,failed,35000,0.050285714,60
Film &amp; Video,failed,7000,0,30.04
Music,successful,1360,1.036764706,41.08
Film &amp; Video,successful,1500,1.040666667,14.93
Film &amp; Video,failed,3000,0,45.04
Music,successful,2500,1.2416,30
Film &amp; Video,successful,1000,2.43258,85.87
Film &amp; Video,successful,33000,1.126461818,45.04
Art,successful,700,1.428571429,15
Film &amp; Video,failed,20000,0,30
Technology,failed,10000,0.3118,60
Music,successful,5000,1.185,30.04
Dance,successful,2500,1.042,35.45
Film &amp; Video,failed,1750,0.157142857,62.67
Film &amp; Video,successful,5000,1.1702,89.4
Music,successful,5000,1.202966,25.52
Music,failed,3000,0.016666667,60
Publishing,failed,2000,0.105,35
Film &amp; Video,failed,8000,0,12.64
Music,successful,4500,1.199555556,30.04
Art,failed,900,0,25.94
Music,failed,2500,0.16,30
Film &amp; Video,successful,600,1.283333333,30
Film &amp; Video,successful,1000,1.603,14.25
Film &amp; Video,successful,70000,1.443290857,29.59
Design,successful,15000,1.134473333,30.62
Art,successful,2500,1.04,45
Music,successful,1400,1.053571429,60
Film &amp; Video,successful,3000,1.4,30
Publishing,failed,56500,0.009380531,25
Film &amp; Video,successful,10000,1.1618,25
Publishing,successful,500,3.062,30
Film &amp; Video,failed,1000,0.021,30
Publishing,failed,2750,0.025454545,60.04
Publishing,failed,1500,0.066666667,30.04
Design,successful,10000,1.1743,90
Film &amp; Video,failed,1000,0.175,60
Music,successful,3500,1.247142857,31
Theater,successful,8000,1.083125,13.17
Film &amp; Video,successful,6500,1.046307692,30
Music,successful,1500,1.086666667,33.33
Film &amp; Video,failed,2500,0,51.78
Dance,successful,3500,1,60
Film &amp; Video,failed,20000,0.0115,29.96
Music,successful,5250,1.069904762,21
Theater,successful,1250,1.724,23.62
Publishing,failed,2500,0.088,15
Design,successful,8000,1.636,49.82
Film &amp; Video,successful,8000,1.00391625,40.93
Publishing,failed,25000,0.006,34.03
Fashion,failed,1500,0.2,60.04
Publishing,failed,5250,0.00952381,45
Art,successful,750,1.154666667,30
Food,failed,30000,0.001533333,30
Fashion,failed,5500,0.100363636,33.06
Film &amp; Video,failed,19000,0.130526316,62.24
Film &amp; Video,successful,10000,1.211709,21
Art,successful,16500,1.278632727,51.36
Film &amp; Video,successful,2000,1.0025,30
Film &amp; Video,successful,530,1.028301887,17.12
Art,successful,2000,1.194005,57.56
Film &amp; Video,failed,1300,0.123076923,11
Publishing,failed,10000,0.0625,60.04
Music,successful,600,1.736666667,7.46
Music,failed,10000,0.0052,30
Art,failed,1200,0.163333333,59.96
Film &amp; Video,failed,5000,0.5246,60
Theater,failed,6000,0.291776667,59.36
Film &amp; Video,failed,3000,0.355,20.62
Theater,failed,7500,0.032666667,61
Music,successful,2500,1.002008,35.38
Theater,failed,12000,0.173416667,30
Fashion,failed,4500,0.005555556,30
Film &amp; Video,failed,20000,0,40
Theater,successful,3000,1.241666667,89.32
Technology,successful,3000,1.261666667,36.99
Film &amp; Video,successful,2500,1.0512,21
Publishing,failed,3500,0.092857143,60
Publishing,successful,80000,1.071875625,60
Publishing,successful,1500,1.080666667,30
Music,failed,1950,0.153846154,30
Food,failed,2000,0.05,31
Games,failed,18000,0.111055556,45.13
Comics,successful,2200,1.021818182,66.65
Film &amp; Video,failed,5000,0.403,70
Music,failed,10000,0.001,90.96
Art,failed,2500,0.012,60
Music,successful,5000,1.0404,30.96
Publishing,failed,800,0.0125,50.04
Film &amp; Video,failed,75000,0.123373333,90
Games,failed,5000,0.0922,45
Film &amp; Video,failed,6000,0.137,30
Theater,successful,5000,1.005,60.57
Dance,successful,1600,1,30.04
Music,successful,3000,1.253333333,89.97
Publishing,successful,15000,1.384103333,44.96
Theater,successful,2500,1.2172,31
Comics,failed,9000,0.281,24.4
Film &amp; Video,successful,2000,1.0875,59.96
Publishing,failed,500,0.572,30
Games,successful,8000,1.02525125,40
Design,failed,65000,0.038584615,44.96
Design,successful,6500,1.046267692,31.17
Publishing,failed,10000,0.001,30
Publishing,successful,5500,1.182363636,31
Theater,successful,1000,1.215,29.96
Music,successful,2500,1.728,34.19
Film &amp; Video,failed,4000,0.06,89.22
Theater,successful,2500,1.064,37.3
Games,successful,3500,1.042857143,59.96
Film &amp; Video,failed,10000,0,21.48
Film &amp; Video,successful,3300,1.177615152,36.36
Art,failed,4000,0.3435,20.29
Theater,successful,3000,1.148333333,32
Film &amp; Video,successful,2000,1.0225,50.96
Film &amp; Video,failed,12000,0,30
Design,failed,75000,0.0024,59.96
Music,failed,20000,0,60
Theater,successful,1000,1.474,25.51
Design,successful,35000,1.071374571,30
Publishing,failed,5000,0.024,31.9
Fashion,failed,2500,0,30
Film &amp; Video,successful,800,1.1125,21
Theater,successful,1000,1,20.01
Film &amp; Video,failed,4000,0.0625,45
Art,failed,3000,0.334,38.1
Film &amp; Video,failed,3000,0.056666667,73.96
Film &amp; Video,failed,22000,0.033181818,40
Film &amp; Video,failed,1000,0.1,12.99
Art,failed,600,0,30
Music,successful,3000,2.582473333,30
Music,successful,600,2.135,30.04
Film &amp; Video,failed,1500,0.023333333,60
Publishing,failed,4500,0.106442222,45
Film &amp; Video,failed,55000,0.048618182,62.26
Publishing,failed,10000,0.0585,59.96
Photography,successful,1500,1.033333333,31
Food,successful,20000,1.12505,30.94
Film &amp; Video,successful,10000,1.638933,25
Art,failed,4000,0.0052525,39.76
Publishing,failed,500,0.382,30
Publishing,successful,4000,1.0805,90
Theater,successful,3500,1.001142857,31.96
Film &amp; Video,successful,4000,1.09125,28
Film &amp; Video,failed,15000,0.079333333,35
Film &amp; Video,failed,5000,0,45
Technology,successful,4096,1.723876953,28.03
Theater,failed,1000,0,20.98
Food,successful,10000,1.007,43.82
Theater,successful,600,1.391666667,18.52
Film &amp; Video,successful,1000,1.242,34.28
Music,successful,15000,2.538478667,30
Design,successful,29000,1.85197069,45
Fashion,failed,10000,0.0036,30
Comics,successful,30000,1.278551667,32.2
Film &amp; Video,successful,2500,1.008,14
Dance,successful,1400,1.139285714,23.06
Film &amp; Video,successful,5000,2.015012,31.28
Fashion,failed,1000,0,23.26
Film &amp; Video,failed,5000,0.01,30
Music,successful,1000,1.006,90
Music,successful,600,1.666666667,45.81
Theater,successful,5000,1.074,28.69
Games,failed,175000,2.86E-05,21
Theater,successful,3500,1.034571429,40
Film &amp; Video,successful,9280,1.002766164,30
Film &amp; Video,successful,2000,1.066,14
Publishing,failed,7500,0.22,34.96
Art,successful,3000,1.120333333,27.49
Film &amp; Video,successful,25000,1.002,26.21
Art,successful,10000,1.020147,30
Music,successful,10000,1.214142,59.96
Publishing,failed,10000,0,24.01
Music,successful,900,1.392966667,21.08
Film &amp; Video,failed,5000,0.157226,30
Photography,successful,800,1.7261,17.52
Music,successful,8000,1.032,24.96
Film &amp; Video,successful,4500,1.072222222,21
Film &amp; Video,successful,800,1.3125,30
Art,successful,6500,1.000023077,47.16
Music,failed,71000,0.001408451,50.91
Design,failed,10000,0.1271,68.89
Music,successful,10000,1.3685,31
Film &amp; Video,failed,2000,0.025,90
Food,failed,5000,0.536,60.04
Music,failed,500,0.25,22.33
Music,successful,500,1,39.09
Film &amp; Video,failed,150000,0.002646667,39.08
Publishing,failed,12000,0,45
Publishing,successful,600,1.09,45.04
Art,successful,1000,1.175,30
Art,failed,700,0,8
Film &amp; Video,successful,40000,1.0579245,38.28
Publishing,failed,1650,0.446666667,30
Comics,failed,5200,0.008653846,34.93
Film &amp; Video,failed,5000,0.003,45
Music,failed,750,0,85.08
Film &amp; Video,successful,500,1.47,30.44
Publishing,successful,6000,1.011666667,38.98
Music,successful,2400,1.65125,70.16
Film &amp; Video,successful,800,1.425,50
Music,successful,5000,1.005,34.72
Music,successful,1200,1.528333333,30
Film &amp; Video,failed,10000,0.0076,60
Film &amp; Video,failed,25000,0.02,60
Comics,failed,38000,0.043552632,32
Film &amp; Video,successful,3500,1.118,30
Dance,successful,2000,1.06,44.96
Design,failed,25000,0.0028,85.6
Film &amp; Video,successful,2222,1.125112511,30
Film &amp; Video,successful,1000,1.01,83.74
Music,successful,700,1,14
Music,successful,2000,1.0335,30
Publishing,successful,1500,1.286,45.04
Music,successful,10000,1.218568,33.32
Film &amp; Video,successful,1000,1,21
Film &amp; Video,failed,10000,0.001,89.96
Games,failed,65000,0.000723077,60
Film &amp; Video,failed,10000,0.278,51.16
Fashion,failed,10700,0.032990654,82
Film &amp; Video,failed,20000,0.00345,45.16
Film &amp; Video,failed,1500,0.36,15.5
Photography,failed,800,0.28125,50.16
Technology,failed,12000,0.0075,90
Film &amp; Video,failed,5000,0.02,17.01
Music,successful,1000,1.025,39.69
Theater,successful,500,2.09,30
Publishing,failed,2500,0.02,25.54
Film &amp; Video,failed,20000,0.0288,40.88
Theater,successful,3000,1.17182,29.23
Music,failed,2500,0.696,87.18
Film &amp; Video,failed,30000,0.040833333,44.96
Film &amp; Video,successful,20000,1.0000285,88.96
Design,failed,2000,0,35
Film &amp; Video,successful,5000,1.1732,59.96
Film &amp; Video,failed,24000,0,30
Comics,failed,5000,0.002,30.04
Film &amp; Video,failed,30000,0.001166667,60
Fashion,failed,2500,0.056,30
Publishing,failed,1000,0,29.96
Film &amp; Video,successful,5000,1.1658,60
Art,successful,2500,1.3492,31
Film &amp; Video,successful,5000,1,30
Film &amp; Video,successful,5000,1.158,29.96
Fashion,failed,12000,0.024583333,45
Comics,successful,3000,1.375786667,49.13
Music,successful,6000,1.2435,45
Music,successful,4000,1.9537475,40
Music,successful,3000,1.065333333,45
Film &amp; Video,successful,500,1.52,49.02
Food,successful,1000,3.065,29.96
Music,successful,2500,1.186284,41.19
Film &amp; Video,failed,1122,0,30
Film &amp; Video,successful,3000,1.017,30
Film &amp; Video,failed,55000,0.000909091,30
Dance,successful,3500,1.229428571,20.96
Art,successful,7500,1.054133333,29.47
Music,failed,900,0.027777778,30
Dance,successful,5000,1.083,38.32
Music,failed,3000,0.016666667,30
Photography,successful,2000,1.555,25.55
Photography,failed,800,0,37.4
Film &amp; Video,successful,1000,1.154,48.97
Publishing,successful,10000,1.0238,67.85
Music,successful,10000,1.068,60
Music,successful,3000,1.011666667,89.04
Music,successful,500,1.05,32
Music,failed,3000,0.610333333,87.2
Technology,failed,10000,0.0216,90.96
Food,failed,23600,4.24E-05,57.96
Design,failed,2000,0.16,27.85
Publishing,successful,500,2,30
Design,failed,6000,0.428,44.96
Music,failed,10417,0.342229049,42.51
Fashion,successful,5000,1.046,19.21
Publishing,successful,1500,1.430666667,30
Games,failed,30000,0,8
Music,successful,3500,1.022937143,29.96
Music,successful,1500,1.096666667,60
Film &amp; Video,failed,5000,0.016,59.96
Film &amp; Video,successful,2500,1.1772,25.98
Publishing,successful,1200,1.2125,45
Design,failed,35000,0.004,30
Music,successful,500,1.07,90.96
Music,failed,22000,0.004545455,30
Design,successful,5000,1.320002,27
Film &amp; Video,failed,10000,0,60.04
Dance,failed,500,0.34,24.03
Film &amp; Video,successful,12000,1.139416667,89.96
Art,failed,36000,0.007416667,32.14
Music,successful,2500,1.0132,36
Games,failed,5500,0.041818182,30
Fashion,failed,5000,0,39.89
Art,failed,2000,0.05,30
Photography,failed,900,0.005555556,30
Publishing,failed,1675,0.047164179,35.04
Film &amp; Video,failed,700,0.064285714,59.96
Art,failed,3624.09,0.374438825,61
Theater,successful,700,1.330014286,28.14
Music,successful,6000,1.218166667,30
Art,failed,15000,0.066666667,30
Photography,successful,750,1,35.85
Film &amp; Video,successful,3000,1.031666667,25
Music,failed,10000,0,30
Art,successful,1000,1.305,40.13
Film &amp; Video,successful,5000,1.1268,30
Publishing,failed,10000,0,60
Games,successful,25000,1.4066312,29.96
Film &amp; Video,successful,20000,1.005,30
Publishing,failed,15000,0.043066667,30
Film &amp; Video,failed,20000,0.0000995,30.04
Theater,successful,3000,1.19364,30.43
Film &amp; Video,successful,30000,1.0767,30.04
Film &amp; Video,successful,2000,1.02537,30
Publishing,successful,6000,1.011266667,89.04
Art,failed,4800,0.002708333,39.09
Music,successful,12000,1.056666667,59.93
Photography,failed,50000,0.00782,90
Music,failed,1500,0.106666667,23.53
Film &amp; Video,successful,7000,1.005142857,30.82
Comics,failed,10000,0.449,45
Food,failed,1000,0.125,62.52
Theater,successful,4800,1.110208333,42
Art,successful,4000,1.0085,25.45
Film &amp; Video,failed,4500,0.002222222,44.96
Music,failed,3500,0.494285714,89.05
Music,successful,3500,1.014285714,22.27
Music,failed,8000,0.195125,59.78
Music,successful,10000,1.081201,29.96
Film &amp; Video,failed,19970,0.23816024,39.86
Music,successful,1500,1.007406667,35
Fashion,failed,600,0,29.96
Film &amp; Video,failed,50000,0.10372,30
Film &amp; Video,successful,12000,1.083666667,44.76
Games,successful,5000,1.2942,29.96
Art,failed,3000,0.21,60
Fashion,successful,500,1.3,18.77
Film &amp; Video,successful,7500,1.000133333,21.24
Design,successful,35000,1.234799714,36.17
Film &amp; Video,failed,7000,0.055142857,46
Publishing,failed,5000,0.06,51.84
Music,successful,1000,1.013,30
Music,successful,8500,1.16,45
Theater,successful,5000,1.108,60
Film &amp; Video,successful,1500,1.257333333,40.1
Art,successful,1600,1.553125,78.84
Film &amp; Video,successful,5000,1.1052,30
